Used,variable_2014,description_2014,topic_2014,variable_2008,description_2008,topic_2008,Used
,EJB7_PTRESN1,What is/was the main reason ... worked less than 35 hours per week?,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_PTRESN2,Suppressed,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_PTRESN3,Suppressed,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_PVOEXP,Did ... have any other job-related expenses?,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_PVPARK,Did ... pay any parking or tolls?,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_PVTRPRM,What is ... primary commute mode?,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_PVWKTR1,Edited variable indicating whether the respondent drove his own vehicle to work,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_PVWKTR2,Edited variable indicating whether the respondent was a rider in someone else's vehicle/van pool to work,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_PVWKTR3,Edited variable indicating whether the respondent took a bus to work,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_PVWKTR4,Edited variable indicating whether the respondent took rail to work,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_PVWKTR5,Edited variable indicating whether the respondent took other public transportation to work,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_PVWKTR6,Edited variable indicating whether the respondent walked to work,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_PVWKTR7,Edited variable indicating whether the respondent bicycled to work,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_PVWKTR8,Edited variable indicating whether the respondent drove a company vehicle to work,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_PVWKTR9,Edited variable indicating whether the respondent worked from home,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_PVWKTRA,Edited variable indicating whether the respondent got to work another way,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_REIMBMI,Was ... reimbursed for miles he/she drove to work?,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_RENDB,Suppressed,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_RSEND,What is the main reason ... stopped working for his/her employer?,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_SCRNR,Flag indicating the presence of job 7 during the reference year,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_STARTWK,This variable gives the value for the first week in the reference period that the person held this job/business.,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_STRTJAN,Suppressed,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_STRTMON,Suppressed,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_TEXPAY,Suppressed,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_TXMTH,Suppressed,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_TYPPAY1,Whether wage/salary income was received,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_TYPPAY2,Whether commission income was received,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_TYPPAY3,Whether tip income was received,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_TYPPAY4,Whether overtime income was received,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_TYPPAY5,Whether bonus income was received,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_UNION,"At ..., was ... a member of either a labor union or an employee association like a union?",Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_WSHMFRI,Worked from home on Fridays,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_WSHMMON,Worked from home on Mondays,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_WSHMSAT,Worked from home on Saturdays,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_WSHMSUN,Worked from home on Sundays,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_WSHMTHU,Worked from home on Thursdays,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_WSHMTUE,Worked from home on Tuesdays,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_WSHMWED,Worked from home on Wednesdays,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_WSHMWRK,Were there any days when ... worked only from home?,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_WSJOB,What is the best description of ... work schedule?,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_WSMNR,What is the main reason ... worked this type of schedule?,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_WSWHFRI,Worked on Fridays,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_WSWHMON,Worked on Mondays,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_WSWHSAT,Worked on Saturdays,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_WSWHSUN,Worked on Sundays,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_WSWHTHU,Worked on Thursdays,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_WSWHTUE,Worked on Tuesdays,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB7_WSWHWED,Worked on Wednesdays,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJNTSSYN,Did ... receive Social Security income jointly with their spouse?,Programs,EJNTSSYN,Receipt of joint Social Security payments with spouse,General Income,
,EJOBCANT,Is ... prevented from working?,Disability,EJOBCANT,Health or condition preventing working,Adult Disability,
,EJOMFINCTYPE,Type of dividends received from jointly-owned mutual funds during the reference period [for respondents without a spouse or civil union partner in the household].,Assets,*** NO MATCH AVAILABLE ***,,,
,EJOOWNCD,Owned any certificates of deposit jointly during the reference period [for respondents without a spouse or civil union partner in the household].,Assets,*** NO MATCH AVAILABLE ***,Jointly owned certificates of deposit,Assets,
,EJOOWNCHK,Owned any regular (non-interest-earning) checking accounts jointly during the reference period [for respondents without a spouse or civil union partner in the household].,Assets,*** NO MATCH AVAILABLE ***,Jointly owned non-interest earning checking accounts,Assets and Liabilities,
,EJOOWNGOVS,Owned any government securities jointly during the reference period [for respondents without a spouse or civil union partner in the household].,Assets,*** NO MATCH AVAILABLE ***,Jointly owned U.S. Government securities,Assets,
,EJOOWNICHK,Owned any interest-earning checking accounts jointly during the reference period [for respondents without a spouse or civil union partner in the household].,Assets,*** NO MATCH AVAILABLE ***,Jointly owned interest earning checking account,Assets,
,EJOOWNMCBD,Owned any municipal or corporate bonds jointly during the reference period [for respondents without a spouse or civil union partner in the household].,Assets,*** NO MATCH AVAILABLE ***,Jointly owned municipal or corporate bonds,Assets,
,EJOOWNMF,Owned any mutual funds jointly during the reference period [for respondents without a spouse or civil union partner in the household].,Assets,*** NO MATCH AVAILABLE ***,,,
,EJOOWNMM,Owned any money market accounts or money market funds jointly during the reference period [for respondents without a spouse or civil union partner in the household].,Assets,*** NO MATCH AVAILABLE ***,Jointly owned money market deposit account,Assets,
,EJOOWNRE,Owned any other real estate jointly during the reference period [for respondents without a spouse or civil union partner in the household].,Assets,*** NO MATCH AVAILABLE ***,,,
,EJOOWNRP,Owned any rental properties jointly during the reference period [for respondents without a spouse or civil union partner in the household].,Assets,ERTOWN,Rental property held jointly with other than spouse,Rental Properties,
,EJOOWNSAV,Owned any savings accounts jointly during the reference period [for respondents without a spouse or civil union partner in the household].,Assets,*** NO MATCH AVAILABLE ***,Ownership of jointly held savings account,Assets,
,EJOOWNST,Owned any stocks jointly during the reference period [for respondents without a spouse or civil union partner in the household].,Assets,*** NO MATCH AVAILABLE ***,,,
,EJOSTINCTYPE,Type of dividends received from jointly-owned stocks during the reference period [for respondents without a spouse or civil union partner in the household].,Assets,*** NO MATCH AVAILABLE ***,,,
,EJSCCDEBT,Owed any money for credit cards or store bills jointly with a spouse or civil union partner during the reference period.,Assets,EALJDB,Money owed for store bills/credit cards with spouse,Assets and Liabilities,
,EJSEDDEBT,Owed any money for student loans or educational expenses jointly with a spouse or civil union partner during the reference period.,Assets,*** NO MATCH AVAILABLE ***,,,
,EJSMFINCTYPE,Type of dividends received from jointly-owned mutual funds during the reference period [for respondents with a spouse or civil union partner in the household].,Assets,EMOTHDIV,Dividends credited against margin accounts,Assets,
,EJSOTDEBT,Owed any money for other debts jointly with a spouse or civil union partner during the reference period.,Assets,EALJDO,Money owed for other debt with spouse,Assets and Liabilities,
,EJSOWNCD,"Owned any certificates of deposit jointly during the reference period [for respondents with a spouse or civil union partner in the household; this joint amount question is asked of only one spouse or partner, and this response is divided by 2 and copied to both spouses'/partners' records].",Assets,ECDJT,Jointly owned certificates of deposit,Assets,
,EJSOWNCHK,"Owned any regular (non-interest-earning) checking accounts jointly during the reference period [for respondents with a spouse or civil union partner in the household; this joint amount question is asked of only one spouse or partner, and this response is divided by 2 and copied to both spouses'/partners' records].",Assets,EALJCH,Jointly owned non-interest earning checking accounts,Assets and Liabilities,
,EJSOWNGOVS,Owned any government securities jointly during the reference period [for respondents with a spouse or civil union partner in the household].,Assets,EGVJT,Jointly owned U.S. Government securities,Assets,
,EJSOWNICHK,"Owned any interest-earning checking accounts jointly during the reference period [for respondents with a spouse or civil union partner in the household; this joint amount question is asked of only one spouse or partner, and this response is divided by 2 and copied to both spouses'/partners' records].",Assets,ECKJT,Jointly owned interest earning checking account,Assets,
,EJSOWNMCBD,"Owned any municipal or corporate bonds jointly during the reference period [for respondents with a spouse or civil union partner in the household; this joint amount question is asked of only one spouse or partner, and this response is divided by 2 and copied to both spouses'/partners' records].",Assets,EBDJT,Jointly owned municipal or corporate bonds,Assets,
,EJSOWNMF,"Owned any mutual funds jointly during the reference period [for respondents with a spouse or civil union partner in the household; this joint amount question is asked of only one spouse or partner, and this response is divided by 2 and copied to both spouses'/partners' records].",Assets,ESMJM,Mutual funds owned jointly with spouse,Stocks and Mutual Funds,
,EJSOWNMM,"Owned any money market accounts or money market funds jointly during the reference period [for respondents with a spouse or civil union partner in the household; this joint amount question is asked of only one spouse or partner, and this response is divided by 2 and copied to both spouses'/partners' records].",Assets,EMDJT,Jointly owned money market deposit account,Assets,
,EJSOWNRE,"Owned any other real estate jointly during the reference period [for respondents with a spouse or civil union partner in the household; this joint amount question is asked of only one spouse or partner, and this response is divided by 2 and copied to both spouses'/partners' records].",Assets,*** NO MATCH AVAILABLE ***,,,
,EJSOWNRP,"Owned any rental properties jointly during the reference period [for respondents with a spouse or civil union partner in the household; this joint amount question is asked of only one spouse or partner, and this response is divided by 2 and copied to both spouses'/partners' records].",Assets,ERJOWN,Own rental property jointly with spouse,Rental Properties,
,EJSOWNSAV,"Owned any savings accounts jointly during the reference period [for respondents with a spouse or civil union partner in the household; this joint amount question is asked of only one spouse or partner, and this response is divided by 2 and copied to both spouses'/partners' records].",Assets,ESVJT,Ownership of jointly held savings account,Assets,
,EJSOWNST,"Owned any stocks jointly during the reference period [for respondents with a spouse or civil union partner in the household; this joint amount question is asked of only one spouse or partner, and this response is divided by 2 and copied to both spouses'/partners' records].",Assets,ESMJS,Stocks owned jointly with spouse,Stocks and Mutual Funds,
,EJSSTINCTYPE,Type of dividends received from jointly-owned stocks during the reference period [for respondents with a spouse or civil union partner in the household].,Assets,ESOTHDIV,Dividends credited to margin account,Assets,
,EKIDSELF,Child/children cared for themselves while reference parent was not there.,Child and Dependent Care,ESELFCAA,YOUNGEST child cared for self,Child Care,
,ELESSON,"Child/children takes lessons after school (music, dance, language, etc.)",Adult and Child Well Being,ELESSONS,"Does child take music, dance, language lessons",Child Well-Being,
,ELIFEMNYN1,Did ... receive retirement income from a paid-up life insurance policy or annuity during this month (1)?,Programs,*** NO MATCH AVAILABLE ***,,,
,ELIFEMNYN10,Did ... receive retirement income from a paid-up life insurance policy or annuity during this month (10)?,Programs,*** NO MATCH AVAILABLE ***,,,
,ELIFEMNYN11,Did ... receive retirement income from a paid-up life insurance policy or annuity during this month (11)?,Programs,*** NO MATCH AVAILABLE ***,,,
,ELIFEMNYN12,Did ... receive retirement income from a paid-up life insurance policy or annuity during this month (12)?,Programs,*** NO MATCH AVAILABLE ***,,,
,ELIFEMNYN2,Did ... receive retirement income from a paid-up life insurance policy or annuity during this month (2)?,Programs,*** NO MATCH AVAILABLE ***,,,
,ELIFEMNYN3,Did ... receive retirement income from a paid-up life insurance policy or annuity during this month (3)?,Programs,*** NO MATCH AVAILABLE ***,,,
,ELIFEMNYN4,Did ... receive retirement income from a paid-up life insurance policy or annuity during this month (4)?,Programs,*** NO MATCH AVAILABLE ***,,,
,ELIFEMNYN5,Did ... receive retirement income from a paid-up life insurance policy or annuity during this month (5)?,Programs,*** NO MATCH AVAILABLE ***,,,
,ELIFEMNYN6,Did ... receive retirement income from a paid-up life insurance policy or annuity during this month (6)?,Programs,*** NO MATCH AVAILABLE ***,,,
,ELIFEMNYN7,Did ... receive retirement income from a paid-up life insurance policy or annuity during this month (7)?,Programs,*** NO MATCH AVAILABLE ***,,,
,ELIFEMNYN8,Did ... receive retirement income from a paid-up life insurance policy or annuity during this month (8)?,Programs,*** NO MATCH AVAILABLE ***,,,
,ELIFEMNYN9,Did ... receive retirement income from a paid-up life insurance policy or annuity during this month (9)?,Programs,*** NO MATCH AVAILABLE ***,,,
,ELIFEREG,Did ... retirement income from a paid-up life insurance policy or annuity come as a single lump-sum?,Programs,RLIFIRSN,Reason for payments from paid-up life ins. policy,General Income,
,ELIFEYN,Did ... receive any retirement income from a paid-up life insurance policy or annuity at any time during the reference period?,Programs,*** NO MATCH AVAILABLE ***,,,
,ELIFE_TYPE,Type of life insurance policy owned during the reference period,Assets,EALLIT,Type(s) of life insurance policy,Assets and Liabilities,
,ELIST,Is reference parent on a waiting list for a child care arrangement?,Child and Dependent Care,ELISTA,On waiting list for care for YOUNGEST child,Child Care,
,ELMPNOW,Did ... receive any severance pay or lump sum payments from a pension or retirement plan during the reference period?,Programs,T15AMT,Amount of severance pay (ISS Code 15),General Income,
,ELMPTYP1YN,Did ... receive a lump sum payment from a pension or retirement plan?,Programs,*** NO MATCH AVAILABLE ***,,,
,ELMPTYP2YN,Did ... receive a lump sum payment from severance pay?,Programs,*** NO MATCH AVAILABLE ***,,,
,ELMPTYP3YN,Did ... receive a lump sum payment from a deferred payment or final paycheck?,Programs,*** NO MATCH AVAILABLE ***,,,
,ELMPTYP4YN,Did ... receive a lump sum payment from something else?,Programs,*** NO MATCH AVAILABLE ***,,,
,ELOSTTH,Has ... lost any of his/her permanent adult teeth?,Health Care,ELOSTTH,Report of adult tooth loss,Medical Expenses,
,ELUNCH_YN,Did child usually get the school lunch that his/her school provided?,Programs,EHOTLUNC,Receipt of a school lunch,Household,
,EMCPART1,Type of Medicare plan (Part A),Health Insurance,*** NO MATCH AVAILABLE ***,,,
,EMCPART2,Type of Medicare plan (Part B),Health Insurance,*** NO MATCH AVAILABLE ***,,,
,EMCPART3,Type of Medicare plan (Medigap),Health Insurance,*** NO MATCH AVAILABLE ***,,,
,EMCPART4,Type of Medicare plan (Part C),Health Insurance,*** NO MATCH AVAILABLE ***,,,
,EMCPART5,Type of Medicare plan (Part D),Health Insurance,*** NO MATCH AVAILABLE ***,,,
,EMCYCDEBT,"Whether any money was owned on the motorcycle as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",Assets,EOV1OWE,Money owed for first other vehicle,Real Estate,
,EMCYCOWNER1,"Person number of the first owner of the motorcycle as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",Assets,EOV1OWN1,1st owner of 1st other vehicle,Real Estate,
,EMCYCOWNER2,"Person number of the second owner of the motorcycle as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",Assets,EOV1OWN2,2nd owner of 1st other vehicle,Real Estate,
,EMCYCOWNER3,"Person number of the third owner of the motorcycle as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",Assets,*** NO MATCH AVAILABLE ***,,,
,EMC_BMONTH,Begin month of Medicare spell.,Health Insurance,*** NO MATCH AVAILABLE ***,,,
,EMC_EMONTH,End month of Medicare spell.,Health Insurance,*** NO MATCH AVAILABLE ***,,,
,EMC_SCRNR,Edited indicator for Medicare insurance coverage at any time during the reference period (person-level variable).,Health Insurance,*** NO MATCH AVAILABLE ***,,,
,EMDEND_ELG,Reason(s) Medical Assistance (includes Medicaid or S-CHIP) coverage ended. (No longer eligible),Health Insurance,*** NO MATCH AVAILABLE ***,,,
,EMDEND_OTH,Reason(s) Medical Assistance (includes Medicaid or S-CHIP) coverage ended.  (Other),Health Insurance,*** NO MATCH AVAILABLE ***,,,
,EMDEND_REA,Reason(s) Medical Assistance (includes Medicaid or S-CHIP) coverage ended. (In waiting period or missed enrollment window.),Health Insurance,*** NO MATCH AVAILABLE ***,,,
,EMDEND_UNH,Reason(s) Medical Assistance (includes Medicaid or S-CHIP) coverage ended.  (Unhappy with plan),Health Insurance,*** NO MATCH AVAILABLE ***,,,
,EMDMTH,Edited Monthly Indicator for Medical Assistance (Medicaid) Coverage,Health Insurance,*** NO MATCH AVAILABLE ***,,,
,EMDPLAN,"Type of Medical Assistance (Medicaid or S_CHIP) plan (e.g. HMO, fee-for-service, etc.)",Health Insurance,*** NO MATCH AVAILABLE ***,,,
,EMDUNT,Medical Assistance (Medicaid) Coverage Unit; unique within a household. A guardian and children who have Medical Assistance are identified by the same numeric unit value in a month.,Health Insurance,ECDUNT1,Medicaid coverage unit for this month,Health Insurance,
,EMD_BMONTH,Begin month of Medicaid spell.,Health Insurance,*** NO MATCH AVAILABLE ***,,,
,EMD_EMONTH,Last month of Medicaid spell.,Health Insurance,*** NO MATCH AVAILABLE ***,,,
,EMD_SCRNR,Edited indicator for Medical Assistance (Medicaid) coverage at any time during the reference period (person-level variable).,Health Insurance,*** NO MATCH AVAILABLE ***,,,
,EMHDEBT,"Whether there were any mortgages or loans against the mobile home as of December of the reference year [such as mortgages, reverse mortgages, installment loans, contracts to purchase, and other debts held against the mobile home; this is household-level data, therefore this value is copied to every member of the household].",Assets,EMHLOAN,Mortgage or debt on mobile home,Real Estate,
,EMHIOTHER,Did this Military plan cover someone outside of the household?,Health Insurance,*** NO MATCH AVAILABLE ***,,,
